Type,Tracking Number,Case Type,Intake Date,Closed Date,Finding,Result,Respondent Agency,Received By,Staff Assigned To,Mediation Requested,Region,No basis identified,SNAPPER Issue,Status,Mediation Start Date,Mediation End Date,LEP,Complainant City,Respondent First Name,Respondent Race,Respondent Sex,Respondent City,External Agency,Client Type,Date Response Submitted,Date Sent to FNS,Exteranl Agency Due Date,Created Date,DUE Date,Date Assigned,FNS Concurrence Date,How Received
Comment,Q11162020.0200015,22 - Internal Complaint,11/12/2020,,,,ZIMZ,"Bashirian, Houston","Wolf, Maxim",N,REGION 07,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Austin,Baby Bird,3-HISPANIC,M,Austin,#N/A,,,2/23/2021,,11/16/2020,3/2/2021,11/15/2020,,Phone
Comment,Q08052020.0200008,12 - Employment Charge,8/5/2020,,,,DONS,"Haag, Brayan","Nunez, Nikolai",N,REGION 03,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Dallas,Autumn,6-UNKNOWN,U,,#N/A,Employee,10/5/2020,,10/2/2020,8/5/2020,10/13/2020,8/5/2020,,PPON Portal
Comment,Q10052020.0200005,22 - Internal Complaint,9/23/2020,,03 - UNSUBSTANTIATED,A - INVESTIGATION COMPLETED,ZIMZ,"Bashirian, Houston","Patel, Bruno",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Dallas,Teeny,2-BLACK,F,Houston,#N/A,,,1/12/2021,,10/5/2020,1/20/2021,10/4/2020,,Phone
Comment,Q03082021.0200002,22 - Internal Complaint,3/5/2021,,,,ZIMZ,"Bashirian, Houston","Patel, Bruno",N,REGION 06,N,Y,Open,,,N,Houston,Autumn,6-UNKNOWN,U,,#N/A,,,,,3/8/2021,3/15/2021,3/7/2021,,Phone
Comment,Q03092021.0200006,51 - Administrative Complaint,3/5/2021,,,,DONS,"Jevon Wisoky, Ms.","Dalton, Troy",N,REGION 03,N,,Open,,,N,Watauga,Pig,1-WHITE,F,Watauga,#N/A,,,,,3/9/2021,3/16/2021,3/8/2021,,Email
Comment,Q03102021.0200002,11 - Employment Discrimination Complaint,3/9/2021,,,,DONS,"Jevon Wisoky, Ms.","Gibson, Braylen",N,REGION 00,N,,Open,,,N,Austin,Cheesestick,2-BLACK,F,Austin,#N/A,,,,,3/10/2021,3/17/2021,3/9/2021,,Email
Comment,Q09232020.0200007,22 - Internal Complaint,8/17/2020,,,,ZIMZ,"Bashirian, Houston","Perez, Tate",N,REGION 07,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Temple,Rocketfuel,3-HISPANIC,F,Temple,#N/A,,,1/11/2021,,9/23/2020,1/19/2021,8/23/2020,,Phone
Comment,Q02092021.0200002,22 - Internal Complaint,1/5/2021,,,,DSHS,"Bashirian, Houston","Valencia, Jaylynn",N,REGION 07,N,N,Open,,,N,Houston,Pyscho,1-WHITE,F,Austin,#N/A,,,,,2/9/2021,2/17/2021,2/5/2021,,Email
Comment,Q02112021.0200006,51 - Administrative Complaint,2/11/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Rice, Lisa",N,REGION 00,N,,Open,,,N,Austin,Rapunzel,1-WHITE,F,Austin,#N/A,,,,,2/11/2021,2/18/2021,2/11/2021,,Email
Comment,Q03052021.0200001,22 - Internal Complaint,2/3/2021,,,,DONS,"Bashirian, Houston","Wolf, Maxim",N,REGION 07,N,N,Open,,,N,San Marcos,Hawk,2-BLACK,F,,#N/A,,,,,3/5/2021,3/23/2021,2/11/2021,,Phone
Comment,Q06292020.0200005,26 - SIMS   Complaint,6/26/2020,,,,ZIMZ,"Schaden, Brannon","Johnson, Jesus",N,REGION 06,N,Y,Open,,,N,Missouri City,Autumn,6-UNKNOWN,M,,AABC,,1/1/1900,,1/1/1900,6/29/2020,7/6/2020,6/26/2020,,Phone
Comment,Q11062020.0200018,12 - Employment Charge,11/5/2020,,,,ZIMZ,"Reynolds, Maia","Dalton, Troy",N,REGION 03,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Denton,Red Hot,2-BLACK,M,Denton,ASEND,Employee,12/10/2020,,12/14/2020,11/6/2020,12/18/2020,11/6/2020,,Email
Comment,Q08102020.0200007,22 - Internal Complaint,8/10/2020,,,,DONS,"Bashirian, Houston","Valencia, Jaylynn",N,REGION 00,N,N,Open,,,Y,,Bandit,3-HISPANIC,F,Austin,#N/A,,,,,8/10/2020,9/18/2020,8/10/2020,,Email
Comment,Q04062021.0200006,11 - Employment Discrimination Complaint,4/5/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Patel, Kaitlynn",N,REGION 11,N,,Open,,,N,Corpus Christi,Catwoman,3-HISPANIC,F,Corpus Christi,#N/A,,,,,4/6/2021,4/13/2021,4/4/2021,,Email
Comment,Q04082021.0200004,22 - Internal Complaint,3/19/2021,,,,ZIMZ,"Bashirian, Houston","Patel, Bruno",N,REGION 03,N,N,Open,,,N,Denton,Autumn,6-UNKNOWN,U,,#N/A,,,,,4/8/2021,4/15/2021,4/8/2021,,Phone
Comment,Q04082021.0200008,22 - Internal Complaint,3/25/2021,,,,ZIMZ,"Bashirian, Houston","Mayo, Trace",N,REGION 03,N,N,Open,,,N,Oak Point,Autumn,6-UNKNOWN,U,,#N/A,,,,,4/8/2021,4/15/2021,4/8/2021,,Email
Comment,Q11132020.0200002,12 - Employment Charge,11/12/2020,,,,ZIMZ,"Reynolds, Maia","Walsh, Zack",N,REGION 06,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Richmond,Oompa Loompa,2-BLACK,F,Richmond,ASEND,Employee,12/18/2020,,12/22/2020,11/13/2020,12/28/2020,11/13/2020,,Email
Comment,Q12232020.0200030,22 - Internal Complaint,11/20/2020,,,,ZIMZ,"Bashirian, Houston","Perez, Tate",N,REGION 00,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Waco,Tickles,3-HISPANIC,M,,#N/A,,,3/14/2021,,12/23/2020,3/23/2021,12/6/2020,,Phone
Comment,Q03222021.0200003,51 - Administrative Complaint,3/19/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Sosa, Haiden",N,REGION 03,N,,Open,,,N,Grand Prairie,Gams,2-BLACK,F,Grand Prairie,#N/A,,,,,3/22/2021,3/30/2021,3/19/2021,,Email
Comment,Q07282020.0200007,12 - Employment Charge,7/27/2020,,,,DONS,"Haag, Brayan","Gibson, Braylen",N,REGION 07,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Austin,Goon,2-BLACK,F,Temple,#N/A,Employee,9/2/2020,,9/2/2020,7/28/2020,9/9/2020,7/28/2020,,PPON Portal
Comment,Q12012020.0200001,12 - Employment Charge,11/25/2020,,,,DONS,"Reynolds, Maia","Sosa, Haiden",N,REGION 03,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Dallas,Toots,2-BLACK,F,Dallas,#N/A,Employee,1/7/2021,,1/8/2021,12/1/2020,1/14/2021,12/1/2020,,PPON Portal
Comment,Q03112021.0200007,11 - Employment Discrimination Complaint,3/11/2021,,,,DONS,"Jevon Wisoky, Ms.","Rice, Lisa",N,REGION 07,N,,Open,,,N,Georgetown,Hot Pepper,2-BLACK,F,Georgetown,#N/A,,,,,3/11/2021,3/18/2021,3/11/2021,,Email
Comment,Q03312021.0200001,22 - Internal Complaint,3/26/2021,,,,ZIMZ,"Bashirian, Houston","Wolf, Maxim",N,REGION 08,N,Y,Open,,,N,Del Rio,Autumn,6-UNKNOWN,U,,#N/A,,,,,3/31/2021,4/7/2021,3/18/2021,,Phone
Comment,Q03312021.0200002,11 - Employment Discrimination Complaint,3/30/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Osborne, Kaiya",N,REGION 08,N,,Open,,,N,San Antonio,Hulk,3-HISPANIC,F,San Antonio,#N/A,,,,,3/31/2021,4/7/2021,3/30/2021,,Email
Comment,Q12072020.0200003,22 - Internal Complaint,12/1/2020,,,,ZIMZ,"Bashirian, Houston","Patel, Bruno",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Lewisville,Anvil,6-UNKNOWN,F,,#N/A,,,4/12/2021,,12/7/2020,4/20/2021,12/6/2020,,Email
Comment,Q03312021.0200015,11 - Employment Discrimination Complaint,3/30/2021,,,,DONS,"Jevon Wisoky, Ms.","Welch, Braydon",N,REGION 07,N,,Open,,,N,Temple,Tarzan,3-HISPANIC,F,Temple,#N/A,,,,,3/31/2021,4/7/2021,3/3/2021,,Email
Comment,Q04012021.0200003,12 - Employment Charge,4/1/2021,,,,DONS,"Reynolds, Maia","Wang, Carter",N,REGION 09,N,,Open,,,N,San Angelo,Hulk,3-HISPANIC,F,San Angelo,#N/A,Employee,,,5/14/2021,4/1/2021,5/6/2021,4/1/2021,,PPON Portal
Comment,Q09252020.0200012,12 - Employment Charge,9/25/2020,,,,ZIMZ,"Reynolds, Maia","Gibson, Braylen",N,REGION 00,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Austin,Darling,1-WHITE,M,Austin,#N/A,Employee,10/30/2020,,10/25/2020,9/25/2020,11/6/2020,9/25/2020,,PPON Portal
Comment,Q03222021.0200004,22 - Internal Complaint,3/19/2021,,,,DONS,"Bashirian, Houston","Patel, Bruno",N,REGION 06,N,N,Open,,,N,Houston,Swiss Miss,2-BLACK,F,Houston,#N/A,,,,,3/22/2021,3/29/2021,3/21/2021,,Phone
Comment,Q03242021.0200005,11 - Employment Discrimination Complaint,3/23/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Sanchez, Alessandro",N,REGION 02,N,,Open,,,N,Abilene,Harry Potter,1-WHITE,M,Abilene,#N/A,,,,,3/24/2021,3/31/2021,3/23/2021,,Email
Comment,Q03252021.0200016,22 - Internal Complaint,3/12/2021,,,,DONS,"Bashirian, Houston","Mayo, Trace",N,REGION 05,N,N,Open,,,N,,Autumn,6-UNKNOWN,U,,#N/A,,,,,3/25/2021,4/1/2021,3/21/2021,,Phone
Comment,Q03262021.0200005,26 - SIMS   Complaint,3/10/2021,,,,ZIMZ,"Bashirian, Houston","Wolf, Maxim",N,REGION 07,N,Y,Open,,,N,,Autumn,6-UNKNOWN,U,,AABC,,3/26/2021,1/1/1900,3/26/2021,3/26/2021,4/2/2021,3/10/2021,1/1/1900,Email
Comment,Q10192020.0200017,12 - Employment Charge,10/19/2020,,,,ZIMZ,"Haag, Brayan","Hendrix, Braydon",N,REGION 11,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,McAllen,Cold Brew,3-HISPANIC,M,McAllen,#N/A,Employee,11/18/2020,,11/21/2020,10/19/2020,12/1/2020,10/19/2020,,PPON Portal
Comment,Q10302020.0200001,12 - Employment Charge,10/30/2020,,,,ZIMZ,"Haag, Brayan","Rivas, Gilberto",N,REGION 05,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Pollok,Rosebud,2-BLACK,M,Pollok,#N/A,Employee,2/2/2021,,2/2/2021,10/30/2020,2/12/2021,10/30/2020,,PPON Portal
Comment,Q11022020.0200002,12 - Employment Charge,11/2/2020,,,,ZIMZ,"Reynolds, Maia","Gibson, Braylen",N,REGION 07,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Brenham,Peppermint,1-WHITE,M,Brenham,#N/A,Employee,12/1/2020,,12/14/2020,11/2/2020,12/18/2020,11/2/2020,,PPON Portal
Comment,Q01072021.0200011,12 - Employment Charge,1/7/2021,,,,ZIMZ,"Reynolds, Maia","Welch, Braydon",N,REGION 00,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Austin,Cuddles,1-WHITE,F,Austin,#N/A,Employee,3/9/2021,,3/10/2021,1/7/2021,3/18/2021,1/7/2021,,PPON Portal
Comment,Q01272021.0200002,11 - Employment Discrimination Complaint,1/26/2021,,,,DSHS,"Jevon Wisoky, Ms.","Conrad, Aliya",Y,REGION 03,N,,Open,3/29/2021,,N,Arlington,Halfling,1-WHITE,M,Arlington,#N/A,,,,,1/27/2021,4/21/2021,1/26/2021,,Email
Comment,Q01212021.0200003,22 - Internal Complaint,1/14/2021,,,,ZIMZ,"Bashirian, Houston","Patel, Bruno",N,REGION 00,N,Y,Open,,,N,Dallas,Anvil,6-UNKNOWN,U,,#N/A,,,,,1/21/2021,1/28/2021,1/19/2021,,Phone
Comment,Q02112021.0200004,22 - Internal Complaint,2/5/2021,,,,ZIMZ,"Bashirian, Houston","Patel, Bruno",N,REGION 03,N,Y,Open,,,N,Joshua,Anvil,6-UNKNOWN,U,,#N/A,,,,,2/11/2021,2/18/2021,2/11/2021,,Phone
Comment,Q03182021.0200001,51 - Administrative Complaint,3/17/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Spence, Imani",N,REGION 11,N,,Open,,,N,Corpus Christi,Pretty Lady,3-HISPANIC,F,Corpus Christi,#N/A,,,,,3/18/2021,3/25/2021,3/17/2021,,Email
Comment,Q03022021.0200019,12 - Employment Charge,3/2/2021,,,,ZIMZ,"Reynolds, Maia","Rivas, Gilberto",N,REGION 06,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Houston,Toots,2-BLACK,F,Houston,#N/A,Employee,3/31/2021,,4/1/2021,3/2/2021,4/12/2021,3/2/2021,,PPON Portal
Comment,Q02022021.0200004,12 - Employment Charge,2/1/2021,,,,ZIMZ,"Reynolds, Maia","Patel, Kaitlynn",N,REGION 10,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,El Paso,Sweet Tea,3-HISPANIC,F,El Paso,#N/A,Employee,3/11/2021,,3/12/2021,2/2/2021,3/18/2021,2/2/2021,,PPON Portal
Comment,Q04052021.0200003,51 - Administrative Complaint,4/5/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Conrad, Aliya",N,REGION 02,N,,Open,,,N,Vernon,Candycane,1-WHITE,F,Vernon,#N/A,,,,,4/5/2021,4/12/2021,4/1/2021,,Email
Comment,Q04052021.0200004,51 - Administrative Complaint,3/30/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Conrad, Aliya",N,REGION 02,N,,Open,,,N,Vernon,Candycane,1-WHITE,F,Vernon,#N/A,,,,,4/5/2021,4/12/2021,4/1/2021,,Email
Comment,Q04132021.0200002,22 - Internal Complaint,4/13/2021,,,,DONS,"Bashirian, Houston","Patel, Bruno",N,REGION 03,N,N,Open,,,N,Willis,Half Pint,2-BLACK,F,Conroe,#N/A,,,,,4/13/2021,4/20/2021,4/11/2021,,Phone
Comment,Q04302021.0200011,51 - Administrative Complaint,4/27/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Perkins, Eduardo",N,REGION 06,N,,Open,,,N,Richmond,Angel,2-BLACK,M,Richmond,#N/A,,,,,4/30/2021,5/7/2021,4/27/2021,,Email
Comment,Q05032021.0200002,11 - Employment Discrimination Complaint,4/26/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Walls, Rey",N,REGION 01,N,,Open,,,N,Lubbock,Short Shorts,2-BLACK,F,Lubbock,#N/A,,,,,5/3/2021,5/11/2021,4/26/2021,,Email
Comment,Q04192021.0200003,11 - Employment Discrimination Complaint,4/16/2021,,,,DONS,"Jevon Wisoky, Ms.","Hendrix, Braydon",N,REGION 11,Y,,Open,,,N,Laredo,Azkaban,3-HISPANIC,M,Laredo,#N/A,,,,,4/19/2021,4/26/2021,4/16/2021,,Email
Comment,Q04262021.0200006,22 - Internal Complaint,4/9/2021,,,,ZIMZ,"Bashirian, Houston","Perez, Tate",N,REGION 03,Y,Y,Open,,,N,Dallas,Autumn,6-UNKNOWN,U,,#N/A,,,,,4/26/2021,5/3/2021,4/13/2021,,Email
Comment,Q04222021.0200030,51 - Administrative Complaint,4/21/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Hensley, Roman",N,REGION 11,N,,Open,,,N,Corpus Christi,Hot Sauce,3-HISPANIC,F,Corpus Christi,#N/A,,,,,4/22/2021,5/3/2021,4/21/2021,,Email
Comment,Q04282021.0200006,22 - Internal Complaint,3/26/2021,,,,ZIMZ,"Bashirian, Houston","Perez, Tate",N,REGION 06,N,Y,Open,,,N,Houston,Autumn,6-UNKNOWN,U,,#N/A,,,,,4/28/2021,5/5/2021,4/8/2021,,Phone
Comment,Q05032021.0200007,22 - Internal Complaint,4/23/2021,,,,DONS,"Bashirian, Houston","Wolf, Maxim",N,REGION 06,N,N,Open,,,N,Houston,Rainbow,2-BLACK,M,Houston,#N/A,,,,,5/3/2021,5/10/2021,5/2/2021,,Phone
Comment,Q04192021.0200007,22 - Internal Complaint,1/22/2021,,,,DONS,"Bashirian, Houston","Mayo, Trace",N,REGION 06,N,N,Open,,,N,Houston,Buffalo,1-WHITE,M,Houston,#N/A,,,,,4/19/2021,4/26/2021,4/18/2021,,Phone
Comment,Q04152021.0200003,22 - Internal Complaint,4/5/2021,,,,ZIMZ,"Bashirian, Houston","Valencia, Jaylynn",N,REGION 00,N,Y,Open,,,N,Tomball,Tootsie,3-HISPANIC,F,,#N/A,,,,,4/15/2021,4/22/2021,4/11/2021,,Phone
Comment,Q04202021.0200002,11 - Employment Discrimination Complaint,4/16/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Mcneil, Gerald",N,REGION 11,N,,Open,,,N,Corpus Christi,Sleeping Beauty,3-HISPANIC,M,Corpus Christi,#N/A,,,,,4/20/2021,4/27/2021,4/16/2021,,Email
Comment,Q04142021.0200010,11 - Employment Discrimination Complaint,4/12/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Sosa, Haiden",N,REGION 03,N,,Open,,,N,Dallas,Dragon,4-ASIAN/PACIFIC ISLANDER,F,Dallas,#N/A,,,,,4/14/2021,4/21/2021,4/12/2021,,Email
Comment,Q04282021.0200002,11 - Employment Discrimination Complaint,4/22/2021,,,,DONS,"Jevon Wisoky, Ms.","Jimenez, Rosa",N,REGION 04,N,,Open,,,N,Canton,Beetle,3-HISPANIC,M,Canton,#N/A,,,,,4/28/2021,5/5/2021,4/22/2021,,Email
Comment,Q04212021.0200001,11 - Employment Discrimination Complaint,4/20/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Wang, Carter",N,REGION 00,N,,Open,,,N,Austin,Kit-Kat,1-WHITE,F,Austin,#N/A,,,,,4/21/2021,4/28/2021,4/20/2021,,Email
Comment,Q04282021.0200011,22 - Internal Complaint,4/5/2021,,,,ZIMZ,"Bashirian, Houston","Perez, Tate",N,REGION 06,N,Y,Open,,,N,Houston,Autumn,6-UNKNOWN,U,,#N/A,,,,,4/28/2021,5/5/2021,4/18/2021,,Phone
Comment,Q04302021.0200001,11 - Employment Discrimination Complaint,4/27/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Welch, Braydon",N,REGION 00,N,,Open,,,N,Austin,Ducky,1-WHITE,M,Austin,#N/A,,,,,4/30/2021,5/7/2021,4/27/2021,,Email
Comment,Q04132021.0200004,22 - Internal Complaint,3/4/2021,,,,ZIMZ,"Bashirian, Houston","Valencia, Jaylynn",N,REGION 06,N,Y,Open,,,N,Houston,Autumn,6-UNKNOWN,M,,#N/A,,,,,4/13/2021,4/20/2021,3/7/2021,,Phone
Comment,Q04192021.0200001,12 - Employment Charge,4/16/2021,,,,DONS,"Reynolds, Maia","Walsh, Zack",N,REGION 05,N,,Open,,,N,Nacogdoches,Dud,2-BLACK,F,Nacogdoches,#N/A,Employee,,,5/13/2021,4/19/2021,5/6/2021,4/16/2021,,PPON Portal
Comment,Q04212021.0200002,22 - Internal Complaint,4/16/2021,,,,ZIMZ,"Bashirian, Houston","Wolf, Maxim",N,REGION 00,N,Y,Open,,,N,,Autumn,6-UNKNOWN,U,,#N/A,,,,,4/21/2021,4/28/2021,4/18/2021,,Email
Comment,Q04222021.0200001,11 - Employment Discrimination Complaint,4/21/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Osborne, Kaiya",N,REGION 08,N,,Open,,,N,Kerrville,Dilly Dally,3-HISPANIC,F,Kerrville,#N/A,,,,,4/22/2021,4/29/2021,4/20/2021,,Email
Comment,Q04142021.0200001,51 - Administrative Complaint,4/12/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Perkins, Eduardo",N,REGION 04,N,,Open,,,N,Longview,Autumn,1-WHITE,F,,#N/A,,,,,4/14/2021,4/28/2021,4/12/2021,,Email
Comment,Q04162021.0200001,11 - Employment Discrimination Complaint,4/15/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Rice, Lisa",N,REGION 07,N,,Open,,,N,Waco,Mountain,1-WHITE,F,Waco,#N/A,,,,,4/16/2021,4/23/2021,4/15/2021,,Email
Comment,Q04222021.0200031,51 - Administrative Complaint,4/21/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Osborne, Kaiya",N,REGION 11,N,,Open,,,N,Corpus Christi,Hot Sauce,3-HISPANIC,F,Corpus Christi,#N/A,,,,,4/22/2021,4/30/2021,4/21/2021,,Email
Comment,Q04222021.0200032,51 - Administrative Complaint,4/22/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Spence, Imani",N,REGION 11,N,,Open,,,N,Corpus Christi,Hot Sauce,3-HISPANIC,F,Corpus Christi,#N/A,,,,,4/22/2021,4/30/2021,4/22/2021,,Email
Comment,Q05032021.0200001,51 - Administrative Complaint,4/27/2021,,,,DONS,"Jevon Wisoky, Ms.","Mcneil, Gerald",N,REGION 11,N,,Open,,,N,Laredo,Azkaban,3-HISPANIC,M,Laredo,#N/A,,,,,5/3/2021,5/10/2021,4/27/2021,,Email
Comment,Q04202021.0200013,26 - SIMS   Complaint,4/14/2021,,,,ZIMZ,"Bashirian, Houston","Perez, Tate",N,REGION 03,N,Y,Open,,,N,Arlington,Autumn,6-UNKNOWN,U,,AABC,,,,4/20/2021,4/20/2021,4/27/2021,4/20/2021,,Mail
Comment,Q04152021.0200007,22 - Internal Complaint,4/15/2021,,,,ZIMZ,"Bashirian, Houston","Wolf, Maxim",N,REGION 06,N,Y,Open,,,N,Houston,Autumn,6-UNKNOWN,U,,#N/A,,,,,4/15/2021,4/22/2021,4/8/2021,,Phone
Comment,Q04142021.0200008,22 - Internal Complaint,2/10/2021,,,,DONS,"Bashirian, Houston","Valencia, Jaylynn",N,REGION 00,N,N,Open,,,N,Corsicana,Nerd,3-HISPANIC,F,Corsicana,#N/A,,,,,4/14/2021,4/21/2021,4/11/2021,,Phone
Comment,Q04282021.0200009,51 - Administrative Complaint,4/22/2021,,,,DONS,"Jevon Wisoky, Ms.","Perkins, Eduardo",N,REGION 06,N,,Open,,,N,Houston,Bellbottoms,2-BLACK,F,Houston,#N/A,,,,,4/28/2021,5/5/2021,4/22/2021,,Email
Comment,Q04192021.0200002,11 - Employment Discrimination Complaint,4/15/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Spence, Imani",N,REGION 11,N,,Open,,,N,Corpus Christi,Mimi,3-HISPANIC,F,Corpus Christi,#N/A,,,,,4/19/2021,4/28/2021,4/15/2021,,Email
Comment,Q04202021.0200012,11 - Employment Discrimination Complaint,4/20/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Hendrix, Braydon",N,REGION 08,N,,Open,,,N,San Antonio,Dino,3-HISPANIC,M,San Antonio,#N/A,,,,,4/20/2021,4/27/2021,4/20/2021,,Email
Comment,Q04202021.0200003,11 - Employment Discrimination Complaint,4/16/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Hensley, Roman",N,REGION 11,N,,Open,,,N,Corpus Christi,Sleeping Beauty,3-HISPANIC,M,Corpus Christi,#N/A,,,,,4/20/2021,4/27/2021,4/16/2021,,Email
Comment,Q04232021.0200008,11 - Employment Discrimination Complaint,4/22/2021,,,,DONS,"Jevon Wisoky, Ms.","Rivas, Gilberto",N,REGION 06,N,,Open,,,N,Houston,Boomer,2-BLACK,F,Houston,#N/A,,,,,4/23/2021,4/30/2021,4/22/2021,,Email
Comment,Q04132021.0200009,22 - Internal Complaint,2/11/2021,,,,ZIMZ,"Bashirian, Houston","Perez, Tate",N,REGION 03,N,Y,Open,,,N,Benbrook,Autumn,6-UNKNOWN,F,,#N/A,,,,,4/13/2021,4/20/2021,4/11/2021,,Phone
Comment,Q04132021.0200001,22 - Internal Complaint,2/5/2021,,,,DONS,"Bashirian, Houston","Patel, Bruno",N,REGION 00,N,N,Open,,,N,Sulpher Springs,Tootsie,1-WHITE,F,Greenville,#N/A,,,,,4/13/2021,4/20/2021,4/11/2021,,Phone
Comment,Q05032021.0200010,51 - Administrative Complaint,4/30/2021,,05 - ADMINISTRATIVELY CLOSED,G - OTHER PROCESS USED,ZIMZ,"Jevon Wisoky, Ms.","Grimes, Maximus",N,REGION 02,N,,Open,,,N,Abilene,Papito,1-WHITE,M,Abilene,#N/A,,,,,5/3/2021,5/10/2021,4/30/2021,,Email
Comment,Q05042021.0200001,11 - Employment Discrimination Complaint,4/22/2021,,,,DONS,"Jevon Wisoky, Ms.","Sanchez, Alessandro",N,REGION 03,N,,Open,,,N,Arlington,Amazon,1-WHITE,M,Arlington,#N/A,,,,,5/4/2021,5/11/2021,5/3/2021,,Email
Comment,Q04232021.0200007,11 - Employment Discrimination Complaint,4/22/2021,,,,DONS,"Jevon Wisoky, Ms.","Perkins, Eduardo",N,REGION 06,N,,Open,,,N,houston,Tater,2-BLACK,M,Houston,#N/A,,,,,4/23/2021,4/30/2021,4/22/2021,,Email
Comment,Q04282021.0200012,51 - Administrative Complaint,4/23/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Hendrix, Braydon",N,REGION 11,N,,Open,,,N,Falfurrias,Blimpie,1-WHITE,F,Falfurrias,#N/A,,,,,4/28/2021,5/5/2021,4/23/2021,,Email
Comment,Q04142021.0200003,51 - Administrative Complaint,4/13/2021,,,,DONS,"Jevon Wisoky, Ms.","Hendrix, Braydon",N,REGION 08,N,,Open,,,N,San Antonio,Dilly Dally,2-BLACK,F,San Antonio,#N/A,,,,,4/14/2021,4/21/2021,4/12/2021,,Email
Comment,Q05032021.0200005,11 - Employment Discrimination Complaint,4/27/2021,,,,ZIMZ,"Jevon Wisoky, Ms.","Rivas, Gilberto",N,REGION 05,N,,Open,,,N,Beaumont,Muscles,1-WHITE,F,Beaumont,#N/A,,,,,5/3/2021,5/10/2021,4/27/2021,,Email
Comment,Q04142021.0200006,22 - Internal Complaint,2/10/2021,,,,ZIMZ,"Bashirian, Houston","Wolf, Maxim",N,REGION 03,N,Y,Open,,,N,Fort Worth,Autumn,6-UNKNOWN,U,,#N/A,,,,,4/14/2021,4/21/2021,4/11/2021,,Email
Comment,Q04222021.0200003,22 - Internal Complaint,4/9/2021,,,,ZIMZ,"Bashirian, Houston","Wolf, Maxim",N,REGION 08,N,N,Open,,,N,San Antonio,Autumn,6-UNKNOWN,U,,#N/A,,,,,4/22/2021,4/29/2021,4/11/2021,,Email
Comment,Q04232021.0200001,51 - Administrative Complaint,4/21/2021,,,,DONS,"Jevon Wisoky, Ms.","Sosa, Haiden",N,REGION 03,N,,Open,,,N,Greenville,Silly Sally,2-BLACK,F,Greenville,#N/A,,,,,4/23/2021,4/30/2021,4/22/2021,,Email
Comment,Q04142021.0200002,22 - Internal Complaint,3/10/2021,,,,ZIMZ,"Bashirian, Houston","Valencia, Jaylynn",N,REGION 00,N,Y,Open,,,N,Sugarland,Autumn,6-UNKNOWN,F,,#N/A,,,,,4/14/2021,4/21/2021,3/21/2021,,Phone
Comment,Q04162021.0200012,11 - Employment Discrimination Complaint,4/15/2021,,,,DONS,"Jevon Wisoky, Ms.","Sanchez, Alessandro",N,REGION 03,N,,Open,,,N,Dallas,Eagle,2-BLACK,F,Dallas,#N/A,,,,,4/16/2021,4/23/2021,4/15/2021,,Email
